,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
2344,NidiaRiveraB,"Q el derecho a defender nuestros derechos, no nos apague la vida, sin olvidar q también tenemos deberes q cumplir.
Amante de la naturaleza.🌎🐾🌍🦋🌏🐝",Colombia,837,1027,137470,759,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 00:00:16+00:00
2345,xPLDRMx,✨,Colombia,126,38,396,149,"🇨🇴 | #EleccionesColombia Luego de polémica propuesta de Rodolfo Hernández de llevar a todos los colombianos a conocer el mar, muchos colombianos se preguntan si las mujeres están incluidas o se tienen que quedar en la casa. https://t.co/uw1poYat6Q",['EleccionesColombia'],2022-05-31 00:00:12+00:00
2346,FlixNio3,% RODOLFISTA,,530,325,15304,120,"https://t.co/PLzynIx6kj @ingrodolfohdez es el único que no permitirá que en Colombia llegue el nefasto modelo socialista fracasado de la izquierda. 
#RodolfoPresidente #EleccionesColombia",[],2022-05-31 00:00:03+00:00
2347,elhilopodcast,"Todos los viernes, @ebudasoff y @silviavinas profundizan en las noticias de América Latina.


El hilo es una coproducción de @radioambulante y @VICENews.",,246,27455,9989,0,"🔺¿Qué sucedió ayer en las #EleccionesColombia?
🔺¿Por qué hay una segunda vuelta?
🔺¿En qué porcentajes quedó cada candidato?
Repasamos contigo esta información en tan sólo un minuto.
#SiguiendoElHilo https://t.co/U8p5q1igyJ","['EleccionesColombia', 'SiguiendoElHilo']",2022-05-31 00:00:01+00:00
2348,Eleccionesymas,Laboratorio especializado en temas electorales y de democracia de México y América Latina. 📧 contacto@strategiaelectoral.mx,Mexico,580,15841,20444,4,"#Envivo 🔴 | En punto de las 8 pm @darias_sanchez platicará de lo más relevante de las #EleccionesColombia en el programa #PuntoyContrapunto de @nmas con @mariaanahc.

👉 https://t.co/c7In181BAM","['Envivo', 'EleccionesColombia', 'PuntoyContrapunto']",2022-05-31 00:00:00+00:00
2349,Fruticamp1,Tienda de frutas y verduras https://t.co/v8M4J0vYfg,"Ibagué, Colombia",294,69,3843,104,"Rodolfo Hernández, con más opciones de ganar la Presidencia, según predicción de firma especializada | #EleccionesColombia #ColombiaVota2022   https://t.co/WXGHNQeX9p",[],2022-05-30 23:59:55+00:00
2350,cbedoyag,,,328,36,1604,65,"#EleccionesColombia | “Olvídense de esos cuentos que soy uribista o petrista”: Rodolfo Hernández advierte que vendrán nuevos ataques en su contra. #ColombiaVota2022 | #PetroORodolfo 
 https://t.co/fhrInw7IF0",['EleccionesColombia'],2022-05-30 23:59:55+00:00
2351,Torvick12Victor,,Bucaramanga ,832,126,3335,660,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-30 23:59:51+00:00
2352,VejarAlexandra,,,2852,2822,80661,10,Con los votos de Fico le alcanza… bien por Colombia #EleccionesColombia https://t.co/gBY3ayaBfO,['EleccionesColombia'],2022-05-30 23:59:45+00:00
2353,amontmarin317,,"cali, colombia",2395,1227,18938,660,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-30 23:59:32+00:00
2354,JusticiaPolXXI,"Justicia, política, antipolitiquería, abre los ojos Colombia",,155,112,854,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-30 23:59:30+00:00
2355,diagofranvko1,,,53,2,404,660,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-30 23:59:30+00:00
2356,CISPCarabobo,CUERPO DE INSPECTORES SOCIALISTA DE LA PRESIDENCIA (CISP) en el estado Carabobo. Contra la Corrupción y el Burocrátismo. 🇻🇪✌🏻,"Carabobo, Venezuela",2874,1470,27044,26,"Este domingo se abren nuevamente las urnas para que los colombianos y colombianas puedan elegir al mandatario que liderará el país en los próximos cuatro años.  
#EleccionesColombia https://t.co/IRXHhS51yk",[],2022-05-30 23:59:28+00:00
2357,islei2000,"Un Juan en busca del Mahatma y la Pachamama
Soy amo de mi destino
Soy el capitán de mi alma
Fuego en mis venas y hierro en corazón
En busca de un mundo mejor",,440,397,63418,759,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-30 23:59:27+00:00
2358,poesia27887120,literatura.poesia.uribista.,,5504,5018,54293,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-30 23:59:18+00:00
2359,Oscarlix2626gm2,"colombiano.
Me gusta la política, esa q va en favor de la vida ,de la ciudadanía y q se rige a las leyes.

AL CORRUPTO ABORREZCO.",Colombia,749,583,22130,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-30 23:59:08+00:00
